PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B
8668.0,1.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,7.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,8.0,20184.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,6.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,8.0,20184.0,15,1,0,1,0,11,1,0,3,0,11,0,0,3,0,10,1,0,6,0,13,0,0,1,0,15,1,0,4,0,13,1,0,8,0,15,1,0,7,0
3073.0,1.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,10.0,6.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,9.0,2.0,5.0,2.0,5.0,5.0,6.0,0.0,8.0,19138.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,11.0,2.0,0.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,4.0,9.0,2.0,4.0,2.0,5.0,5.0,6.0,0.0,8.0,19138.0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0
8269.0,1.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,6.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,14195.0,2,1,0,3,0,4,1,0,2,0,4,3,0,2,0,8,2,0,2,0,0,1,0,3,0,3,2,0,1,0,3,2,2,5,0,9,2,0,1,0
6897.0,1.0,0.0,1.0,3.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,3.0,2.0,4.0,6.0,1.0,4.0,8.0,2.0,3.0,2.0,1.0,1.0,9.0,1.0,8.0,17108.0,0.0,0.0,1.0,3.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,4.0,8.0,2.0,3.0,2.0,1.0,1.0,9.0,1.0,8.0,17108.0,0,3,0,2,0,0,3,2,0,0,0,4,2,0,0,0,4,2,8,0,0,5,0,1,0,0,6,2,1,0,0,4,2,0,0,0,5,2,5,0
5403.0,1.0,1.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,3.0,16.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,9.0,3.0,8.0,4045.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,11.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,6.0,0.0,4.0,10.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,8.0,4045.0,5,7,0,3,0,0,6,0,5,0,0,8,0,8,0,0,9,0,2,0,0,7,0,1,0,2,6,0,2,0,4,7,0,1,0,6,8,0,2,0
2916.0,1.0,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,1.0,4.0,3.0,26.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,8.0,0.0,9.0,16178.0,0.0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,5.0,9.0,0.0,4.0,19.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,5.0,10.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,8.0,0.0,9.0,16178.0,0,1,0,1,0,0,1,2,2,0,1,1,1,2,0,0,1,0,2,0,0,2,0,1,0,0,3,0,2,0,0,1,0,2,0,0,1,0,5,0
6643.0,1.0,1.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,2.0,6.0,6.0,0.0,4.0,14.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,5.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,2197.0,0.0,1.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,1.0,6.0,1.0,3.0,14.0,17.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,4.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,8.0,2197.0,0,2,0,3,0,0,3,0,2,0,0,3,0,9,0,0,3,0,2,0,0,1,0,3,0,0,1,0,1,0,0,2,2,2,0,0,2,1,3,0
232.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,8.0,2.0,8.0,8142.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,2.0,8.0,8142.0,0,1,0,2,0,0,1,0,3,0,0,1,0,2,0,0,1,0,10,0,0,1,0,2,0,0,1,0,1,0,0,1,0,2,0,0,1,0,5,0
7116.0,1.0,1.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,8.0,14193.0,0.0,1.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,8.0,14193.0,0,3,0,3,0,0,3,0,2,0,0,3,0,1,0,0,3,0,4,0,0,2,0,3,0,0,3,0,2,0,0,3,0,1,0,0,3,2,4,0
3094.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,8.0,20208.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,8.0,20208.0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,1,0,0,1,0,1,1,0,2,0,1,0,0,1,0
2514.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,8.0,20071.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,3.0,3.0,7.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,8.0,20019.0,0,1,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,2,0,1,0,0,2,0,4,0,0,1,0,2,0,0,3,0,3,0
6408.0,1.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,1.0,6.0,2.0,0.0,3.0,2.0,0.0,0.0,8.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,8.0,14040.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,2.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,8.0,14040.0,0,1,0,4,0,0,2,0,2,0,0,1,0,5,0,0,1,0,7,0,0,1,0,3,0,0,2,0,1,0,0,1,0,2,0,0,1,0,4,0
4143.0,1.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,8.0,19135.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,8.0,19135.0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0
14.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,4045.0,0.0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,4045.0,15,1,2,2,0,11,0,0,6,0,0,0,0,1,0,1,0,0,2,0,2,1,0,5,0,6,2,0,1,0,7,1,0,1,0,4,1,0,4,0
588.0,1.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,1.0,7.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,8.0,14040.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,6.0,0.0,0.0,3.0,15.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,9.0,2.0,1.0,4.0,7.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,8.0,14040.0,10,3,0,5,0,10,2,2,2,0,9,3,0,7,0,15,4,0,5,0,14,3,0,2,0,12,3,0,3,0,12,4,0,3,0,12,4,0,3,0
1506.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,11.0,1.0,4.0,3.0,3.0,1.0,6.0,3.0,9.0,20019.0,0.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,10.0,1.0,4.0,2.0,3.0,1.0,6.0,3.0,9.0,20019.0,0,0,0,3,0,0,1,0,1,0,0,1,0,5,0,0,0,0,3,0,0,0,0,6,0,0,1,0,1,0,0,0,0,6,0,0,1,0,6,0
1069.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,5.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20069.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20069.0,0,0,0,1,0,0,1,0,5,0,0,0,0,2,0,2,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,2,0,0,7,0
6445.0,1.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,3.0,6.0,1.0,4.0,8.0,1.0,4.0,2.0,4.0,1.0,9.0,2.0,8.0,4125.0,0.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,1.0,6.0,0.0,2.0,5.0,8.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,4.0,6.0,8.0,4.0,8.0,1.0,4.0,1.0,4.0,1.0,9.0,2.0,8.0,4125.0,0,3,1,4,0,0,3,1,6,0,0,3,3,3,0,0,3,8,2,0,0,5,1,2,0,2,6,0,1,0,4,7,2,0,0,0,4,2,1,0
3458.0,1.0,1.0,1.0,4.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,1.0,11.0,10155.0,0.0,1.0,1.0,7.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,1.0,8.0,10155.0,0,0,0,2,0,3,0,0,3,0,6,1,0,2,0,0,0,0,4,0,1,0,0,4,0,5,0,0,0,0,6,1,0,2,0,3,0,0,5,0
6532.0,1.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,20208.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,20208.0,0,0,0,4,0,2,0,0,1,0,2,0,0,4,0,5,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,1,0,3,0
7947.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,9.0,2.0,4.0,3.0,3.0,0.0,6.0,0.0,8.0,20127.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,9.0,2.0,4.0,2.0,3.0,0.0,6.0,0.0,8.0,20127.0,0,0,0,8,0,0,0,0,4,0,1,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,1,0,0,3,0
5644.0,1.0,1.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,3.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,0.0,8.0,8012.0,0.0,1.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,1.0,3.0,3.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,8.0,8012.0,0,1,0,0,0,0,1,0,6,0,0,1,0,4,0,0,2,0,1,0,0,2,0,4,0,0,3,0,5,0,0,2,2,5,0,0,2,0,3,0
3046.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,10.0,2058.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,16.0,1.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,10.0,2058.0,0,1,0,9,0,0,1,0,5,0,0,1,2,6,0,1,1,0,6,0,0,1,0,3,0,0,0,0,3,0,0,2,0,3,0,1,1,0,3,0
5736.0,1.0,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,0.0,6.0,0.0,2.0,1.0,13.0,1.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,8126.0,0.0,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,20.0,2.0,0.0,3.0,7.0,6.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8126.0,0,3,1,4,0,0,3,1,2,0,0,2,1,10,0,0,3,0,5,0,0,3,0,1,0,0,2,1,1,0,0,3,1,1,0,0,3,1,6,0
4217.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,5.0,9.0,0.0,0.0,2.0,0.0,1.0,2.0,10.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,11.0,2101.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,3.0,9.0,10.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,11.0,2101.0,0,3,0,9,0,0,2,0,4,0,0,1,0,4,0,0,2,0,9,0,0,1,0,4,0,0,1,0,2,0,2,2,0,2,0,0,3,0,8,0
1144.0,1.0,1.0,1.0,7.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,8.0,14179.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,8.0,19039.0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,3,0,0,2,0,2,0,0,3,0
1774.0,1.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,4.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,13034.0,0.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,5.0,7.0,6.0,0.0,0.0,4.0,9.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,13034.0,0,1,0,5,0,0,1,0,4,0,0,3,0,3,0,1,2,1,3,0,0,1,0,2,0,1,3,1,1,0,0,2,0,1,0,0,1,1,2,0
3232.0,1.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,11.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20208.0,0.0,1.0,1.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20208.0,0,2,0,4,0,2,1,0,2,0,0,1,0,3,0,0,1,3,9,0,0,1,0,1,0,0,1,0,3,0,0,1,1,2,0,0,1,0,3,0
3799.0,1.0,1.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,4.0,2.0,8.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,8.0,10155.0,0.0,1.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,13.0,3.0,0.0,1.0,2.0,6.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,5.0,8.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,8.0,10155.0,5,5,0,3,0,1,1,0,5,0,2,0,0,6,0,1,0,0,3,0,2,2,0,3,0,0,0,0,2,0,3,2,0,3,0,6,7,0,2,0
2928.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20130.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,2.0,10.0,7.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,6.0,1.0,11.0,20130.0,0,1,0,3,0,1,2,0,4,0,15,1,0,3,0,14,1,0,3,0,0,1,0,5,0,8,1,0,7,0,4,1,0,7,0,5,1,0,5,0
