,yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
11504,2015,7020,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,1.0,0.0,3.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,2.0,7.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,8.0,16178.0
11505,2016,7020,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,1.0,0.0,5.0,2.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,7.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,8.0,16178.0
11506,2017,7020,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,2.0,7.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,8.0,16178.0
11507,2015,7023,0,0.0,1.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,5.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,8.0,16070.0
11508,2016,7023,0,0.0,1.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,0.0,2.0,2.0,11.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,8.0,16070.0
11509,2017,7023,0,0.0,1.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,8.0,16070.0
11510,2016,7025,0,1.0,1.0,2.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,2.0,1.0,4.0,5.0,2.0,12.0,1.0,6.0,5.0,2.0,2.0,3.0,1.0,8.0,9044.0
11511,2017,7025,0,1.0,1.0,2.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,7.0,1.0,0.0,5.0,3.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,5.0,5.0,13.0,1.0,6.0,5.0,2.0,2.0,3.0,1.0,8.0,9044.0
11512,2014,7026,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,13.0,5.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,5.0,13.0,2.0,7.0,6.0,3.0,1.0,8.0,0.0,8.0,8012.0
11513,2014,7027,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,10.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,10.0,4045.0
11514,2015,7027,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,0.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,10.0,4045.0
11515,2016,7027,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,19.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,10.0,4045.0
11516,2017,7027,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,6.0,1.0,0.0,1.0,14.0,2.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,10.0,4045.0
11517,2014,7029,0,0.0,2.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,15.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,8.0,1.0,6.0,5.0,2.0,1.0,9.0,0.0,8.0,16001.0
11518,2015,7029,0,0.0,2.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,8.0,1.0,6.0,5.0,2.0,1.0,9.0,0.0,8.0,16001.0
11519,2016,7029,0,0.0,2.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,15.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,8.0,1.0,6.0,5.0,2.0,1.0,9.0,0.0,8.0,16001.0
11520,2017,7029,0,0.0,2.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,9.0,1.0,6.0,5.0,2.0,1.0,9.0,0.0,8.0,16001.0
11521,2014,7031,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,2.0,9.0,1.0,5.0,1.0,7.0,2.0,3.0,2.0,8.0,17033.0
11522,2015,7031,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,1.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,2.0,9.0,1.0,5.0,1.0,7.0,2.0,3.0,1.0,8.0,17033.0
11523,2016,7031,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,2.0,9.0,1.0,5.0,1.0,7.0,2.0,3.0,1.0,8.0,19135.0
11524,2014,7032,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,8.0,2.0,9.0,8139.0
11525,2015,7032,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,11.0,1.0,6.0,5.0,1.0,1.0,8.0,2.0,9.0,8028.0
11526,2016,7032,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,9.0,8028.0
11527,2017,7032,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,9.0,8028.0
11528,2014,7036,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,2.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,13034.0
11529,2015,7036,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,1.0,3.0,6.0,0.0,7.0,1.0,6.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,5.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,13034.0
11530,2016,7036,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,24.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,4.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,13034.0
11531,2017,7036,1,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,4.0,5.0,1.0,6.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,2.0,10.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,9.0,13034.0
11532,2016,7038,1,1.0,1.0,7.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,8.0,14105.0
11533,2014,7040,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,8.0,3.0,8.0,2101.0
11534,2015,7040,0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,3.0,0.0,3.0,4.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,4.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,3.0,8.0,2101.0
11535,2016,7040,0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,3.0,8.0,2101.0
11536,2017,7040,0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,8.0,3.0,8.0,2098.0
11537,2014,7045,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,6.0,0.0,0.0,6.0,0.0,3.0,5.0,1.0,4.0,8.0,1.0,5.0,5.0,0.0,0.0,8.0,2.0,8.0,8139.0
11538,2015,7045,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,6.0,0.0,0.0,5.0,0.0,2.0,10.0,7.0,5.0,9.0,1.0,5.0,5.0,0.0,0.0,8.0,2.0,8.0,8028.0
11539,2016,7045,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,0.0,0.0,5.0,0.0,2.0,10.0,4.0,4.0,9.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8028.0
11540,2017,7045,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,10.0,1.0,4.0,9.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8028.0
11541,2015,7047,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,5.0,7.0,1.0,4.0,1.0,5.0,5.0,7.0,1.0,8.0,8142.0
11542,2016,7047,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,4.0,8.0,1.0,4.0,1.0,5.0,5.0,7.0,1.0,8.0,8142.0
11543,2017,7047,0,1.0,1.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,1.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,9.0,0.0,2.0,1.0,1.0,5.0,8.0,1.0,4.0,1.0,5.0,5.0,7.0,1.0,8.0,8142.0
11544,2014,7048,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,6.0,1.0,4.0,2.0,3.0,2.0,7.0,0.0,8.0,8038.0
11545,2015,7048,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,2.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,7.0,1.0,4.0,2.0,3.0,2.0,7.0,0.0,8.0,8074.0
11546,2016,7048,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,7.0,1.0,4.0,2.0,3.0,2.0,7.0,0.0,8.0,8181.0
11547,2017,7048,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,5.0,7.0,1.0,4.0,3.0,3.0,2.0,7.0,0.0,8.0,8181.0
11548,2014,7050,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,4.0,0.0,7.0,6.0,7.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,6.0,0.0,9.0,13087.0
11549,2015,7050,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,3.0,1.0,8.0,7.0,4.0,5.0,13.0,1.0,7.0,7.0,0.0,0.0,6.0,0.0,9.0,13087.0
11550,2014,7052,0,1.0,1.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,6024.0
11551,2015,7052,1,1.0,1.0,7.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,20184.0
11552,2014,7053,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,1.0,2.0,6.0,0.0,2.0,1.0,19.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,6.0,8157.0
11553,2015,7053,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,6.0,8157.0
11554,2016,7053,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,16.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,6.0,8157.0
11555,2017,7053,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,5.0,1.0,6.0,6.0,2.0,1.0,1.0,16.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,6.0,8157.0
11556,2014,7054,0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,2.0,4.0,6.0,1.0,5.0,1.0,28.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,6.0,2.0,8.0,8181.0
11557,2015,7054,0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,3.0,3.0,1.0,16.0,0.0,0.0,5.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,12.0,1.0,6.0,6.0,0.0,0.0,6.0,2.0,8.0,8181.0
11558,2016,7054,0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,5.0,1.0,17.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,4.0,12.0,1.0,6.0,6.0,0.0,0.0,6.0,2.0,8.0,8181.0
11559,2017,7054,0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,2.0,6.0,0.0,6.0,2.0,17.0,0.0,0.0,5.0,7.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,6.0,2.0,8.0,8181.0
11560,2016,7055,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,24.0,1.0,0.0,6.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,10.0,1.0,5.0,5.0,1.0,1.0,9.0,2.0,8.0,5103.0
11561,2017,7055,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,4.0,17.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,2.0,11.0,1.0,5.0,5.0,1.0,1.0,9.0,2.0,8.0,5103.0
11562,2014,7056,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,3.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,8.0,14067.0
11563,2015,7056,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,3.0,2.0,8.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,6.0,14067.0
11564,2016,7056,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,7.0,11.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,6.0,14067.0
11565,2017,7056,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,6.0,10.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,8.0,0.0,6.0,14067.0
11566,2014,7059,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,6.0,0.0,0.0,4.0,0.0,2.0,5.0,10.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,8.0,8139.0
11567,2015,7059,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,4.0,10.0,4.0,5.0,6.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,8.0,8028.0
11568,2016,7059,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,8028.0
11569,2017,7059,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,11.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,8028.0
11570,2016,7061,0,1.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,3.0,1.0,0.0,1.0,14.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,10.0,5027.0
11571,2017,7061,0,1.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,10.0,5027.0
11572,2014,7062,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,10.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13183.0
11573,2015,7062,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,12.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,11.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13183.0
11574,2016,7062,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,11.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13183.0
11575,2017,7062,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,11.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13183.0
11576,2014,7063,0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,10008.0
11577,2015,7063,0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,10155.0
11578,2016,7063,0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,10155.0
11579,2017,7063,0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,10155.0
